#,Product,Code,Category,Retail Price,Whole Sale Price,Actions,Qty
1656,( M - Seal ) Epoxy Compound 60 G,3G98-03,General Hardware,240,216,,0
1657,Tile Bit OEM 12 mm,1P53-06,Power Tool Accessories,295,265,,0
1658,( M - Seal ) Epoxy Compound 90 G,3G98-04,General Hardware,295,265,,0
1659,Tile Bit OEM 8 mm,1P53-07,Power Tool Accessories,195,175,,0
1660,Safety Goggles (Soft),3G105-03,General Hardware,141,127,,0
1661,Tile Cutting Machine Wheel ( L ),1P53-01,Power Tool Accessories,550,495,,0
1662,Safety Goggles (Dust - Proof) Red,3G105-04,General Hardware,260,235,,0
1663,Tile Cutting Wheel ( S ),1P53-02,Power Tool Accessories,166,130,,0
1664,Tile Cutting Wheel ( M ),1P53-03,Power Tool Accessories,166,135,,0
1665,Tile Cutting Wheel ( L ),1P53-04,Power Tool Accessories,166,141,,0
1666,Safety Face Shield (Black Net),3G105-05,General Hardware,875,790,,191
1667,Welding Hand Seal (Heavy),3G105-06,General Hardware,410,370,,12
1668,J.K. Files 3 Inch (75mm),3G109-01,General Hardware,126,112,,0
1669,J.K. Files 3 1/2 Inch (88mm),3G109-02,General Hardware,130,118,,0
1670,Welding Goggles ( Black & Clear ),3G105-07,General Hardware,245,220,,152
1671,Welding Goggles ( Automatic Darkening ),3G105-08,General Hardware,1650,1485,,0
1672,J.K. Files 4 Inch (100mm),3G109-03,General Hardware,86,80,,0
1673,Welding Black Glass 11,3G105-09,General Hardware,55,40.5,,0
1674,Drill Chuck & Adaptor 10mm ( 1.5 UNF ),1P54-01,Power Tool Accessories,588,530,,166
1675,Drill Chuck & Adaptor 13mm ( 1.5 UNF ),1P54-02,Power Tool Accessories,998,898,,0
1676,J.K. Files 5 Inch (125mm),3G109-04,General Hardware,96,86,,0
1677,Drill Chuck & Adaptor 16mm ( 1.5 UNF ),1P54-03,Power Tool Accessories,2362,2126,,44
1678,Drill Chuck 10mm ( 1.5 UNF ),1P54-04,Power Tool Accessories,480,435,,202
1679,J.K. Files 6 Inch (150mm),3G109-05,General Hardware,155,140,,0
1680,Drill Chuck 10mm ( 1.5 B-12 ),1P54-05,Power Tool Accessories,452,452,,23
1681,Drill Chuck 13mm ( 1.5 UNF ),1P54-06,Power Tool Accessories,595,535,,121
1682,J.K. Files (Original) 6 Inch,3G109-06,General Hardware,220,220,,6086
1683,Drill Chuck 13mm ( 1.5 B-16 ),1P54-07,Power Tool Accessories,650,585,,0
1684,Drill Chuck 16mm ( 1.5 UNF ),1P54-08,Power Tool Accessories,975,877.5,,0
1685,Drill Chuck 16mm ( 1.5 B-16 ),1P54-09,Power Tool Accessories,1250,1125,,72
1686,Chainsaw File 5/32 Inch,3G109-07,General Hardware,370,333,,0
1687,Drill Chuck 20mm ( 5.0 B-22 ),1P54-10,Power Tool Accessories,2159,1758,,0
1688,Keyless Drill Chuck 10mm ( 1.5 UNF ) Plastic,1P54-11,Power Tool Accessories,480,435,,0
1689,Chainsaw File 7/32 Inch,3G109-08,General Hardware,370,333,,0
1690,Drill Chuck Key 10mm,3G106-01,General Hardware,121,109,,0
1691,Chainsaw File 3/16 Inch,3G109-09,General Hardware,370,333,,0
1692,Drill Chuck Key 13mm,3G106-02,General Hardware,147,132,,0
1693,Drill Chuck Key 16mm,3G106-03,General Hardware,304,278,,0
1694,Flat File 8 Inch,3G109-10,General Hardware,396,321,,0
1695,Spray Gun ( Down Bottle ) S-990,3G04-06,General Hardware,2340,2110,,0
1696,Flat File 10 Inch,3G109-11,General Hardware,447,421,,0
1697,Battery Clamp ( 300A ),3G107-01,General Hardware,295,265,,0
1698,Battery Terminal Set ( 2 PCS ),3G107-02,General Hardware,215,195,,0
1699,Flat File 12 Inch,3G109-12,General Hardware,1176,1060,,0
1700,Plumbing Pipe Wrench ( Adjustable ) 10 INCH,2H19-05,Hand Tools,1100,990,,0
1701,Vernier Caliper 150mm,2H38-07,Hand Tools,990,891,,0
1702,Hex Key Set ( Long Arm ) 9PCS,2H42-06,Hand Tools,630,570,,0
1703,Air Tire Chuck ( Rubber Grip ),3G06-04,General Hardware,450,405,,0
1704,Heavy Duty Hand Riveter (Ehao),2H44-07,Hand Tools,2850,2565,,1
1705,Pressure Pump Control Unit ( Automatic ),3G06-04,General Hardware,5950,5355,,0
1706,No 1 Screwdriver (Adjustable) 6 Inch,2H01-63,Hand Tools,350,315,,0
1707,Pantry Magnet (S/S) Large,3G55-04,General Hardware,83,75,,0
1708,Tile Beading King (Normal),3G109-01,General Hardware,166,151,,0
1709,Sticker Pad 7 INCH,1P23-03,Power Tool Accessories,390,350,,58
1710,Sticker Paper 7-60,1P24-11,Power Tool Accessories,45,40,,109
1711,Tile Beading King Mega,3G109-02,General Hardware,455,435,,0
1712,Sticker Paper 7-80,1P24-12,Power Tool Accessories,45,40,,0
1713,Tile Beading (S/S) King,3G109-03,General Hardware,525,475,,0
1714,Sticker Paper 7-100,1P24-13,Power Tool Accessories,45,40,,0
1715,Pruning Shear ( Heavy Duty - Grip ) 8 INCH,2H11-05,Hand Tools,780,700,,0
1716,Pruning Shear ( Heavy Duty - Grip ) 10 INCH,2H11-06,Hand Tools,975,878,,0
1717,Foldable Knife With Blade,3G104-07,General Hardware,260,234,,0
1718,L. P. G. Regulator EHPL M-168F,3G103-01,General Hardware,910,820,,0
1719,Plastic Handal Wire Brash With Scraper 6 Raw,2H48-05,Hand Tools,185,166,,0
1720,L. P. G. Regulator ( Milux ) M-168F,3G13-02,General Hardware,875,788,,0
1721,High Pressure Gas Regulator EHPL M181,3G103-04,General Hardware,1811,1633,,0
1722,High Pressure Gas Regulator ( Aker ),3G103-05,General Hardware,1732,1559,,0
1723,Pipe Clip ( GI ) 2 INCH,3G54-05,General Hardware,44,40,,1065
1724,Garden Hedge Shears Havey (Orange),2H58-01,Hand Tools,1150,1035,,204
1725,Soldering Iron ( Bouth ) H/Q 100W,3G65-02,General Hardware,1290,1160,,0
1726,Garden Hedge Shears Wood Handle,2H58-02,Hand Tools,377,331,,0
1727,Garden Hedge Shears (Reguler),2H58-03,Hand Tools,700,630,,411
1728,Adjustable Wrench ( Diamond ) 15 INCH,2H21-07,Hand Tools,1900,1710,,0
1729,Adjustable Wrench ( Diamond ) 18 INCH,2H21-08,Hand Tools,2950,2655,,0
1730,Garden Hedge Shears Heavy Duty (Orange),2H58-04,Hand Tools,1540,1386,,0
1731,Paper Cutter ( Large ),3G104-01,General Hardware,250,225,,0
1732,Garden Hedge Shears (Adjustable-Regular),2H58-05,Hand Tools,1460,1315,,0
1733,Paper Cutter (Small ),3G104-02,General Hardware,80,75,,0
1734,Paper Cutter (Small ) Hevy SK5,3G104-03,General Hardware,160,145,,0
1735,Plumb Bob Oem (300GR),3G102-01,General Hardware,380,345,,0
1736,Paper Cutter 12PCS Packet ( Small ),3G104-04,General Hardware,330,297,,0
1737,Paper Cutter Blade ( L ),3G104-05,General Hardware,357,321,,0
1738,Paper Cutter Blade ( S ),3G104-06,General Hardware,55,50,,0
1739,Wire Stripping Pliers 7 (Inch),2H57-01,Hand Tools,418,376,,0
1740,Cable Stripping Pliers (Multy-Function) 8 Inch,2H57-02,Hand Tools,520,467,,0
1741,Duck Bill Stripper 7 Inch,2H57-03,Hand Tools,940,846,,0
1742,Chain Lock Large,3G24-02,General Hardware,890,800,,0
1743,Drywall Screw ( Yalida ) 6 X 5/8 Inch - 1000Pcs,3G47-15,General Hardware,1320,1190,,68
1744,Drywall Screw ( Yalida ) 8 X 2 Inch - 500Pcs,3G47-16,General Hardware,1875,1690,,0
1745,Drywall Screw ( Yalida ) 10 X 2 Inch - 250Pcs,3G47-17,General Hardware,1175,1060,,0
1746,Drywall Screw ( Yalida ) 10 X 3 Inch - 250Pcs,3G47-18,General Hardware,1850,1665,,0
1747,Drywall Screw ( Yalida ) 6 X 1 Inch - 1000Pcs,3G47-19,General Hardware,1850,1665,,100
1748,Drywall Screw ( Yalida ) 7 X 1 1/4 Inch - 500Pcs,3G47-20,General Hardware,1000,900,,97
1749,Drywall Screw ( Yalida ) 6 X 3/4 Inch - 1000Pcs,3G47-21,General Hardware,1360,1225,,0
1750,Drywall Screw ( Yalida ) 7 X 3/4 Inch - 1000Pcs,3G47-22,General Hardware,1370,1235,,19
1751,Drywall Screw ( Yalida ) 7 X 1 Inch - 1000Pcs,3G47-23,General Hardware,1575,1420,,48
1752,Drywall Screw ( Yalida ) 7 X 1 1/2 Inch - 500Pcs,3G47-24,General Hardware,1250,1125,,4
1753,Drywall Screw ( Yalida ) 8 X  3/4 Inch - 1000Pcs,3G47-25,General Hardware,1560,1405,,0
1754,Drywall Screw ( Yalida ) 8 X 1 Inch - 500Pcs,3G47-26,General Hardware,940,850,,0
1755,Drywall Screw ( Yalida ) 8 X 1 1/4 Inch - 500Pcs,3G47-27,General Hardware,1025,925,,4
1756,Drywall Screw ( Yalida ) 8 X 1 1/2 Inch - 500Pcs,3G47-28,General Hardware,1385,1250,,0
1757,Anchor Bolt 1/4 Inch,3G111-01,General Hardware,14,12.6,,0
1758,Anchor Bolt 5/16 Inch,3G111-02,General Hardware,23,20.8,,0
1759,Anchor Bolt 3/8 Inch,3G111-03,General Hardware,34,30,,0
1760,Anchor Bolt 1/2 Inch,3G111-04,General Hardware,78,70,,0
1761,Anchor Bolt 5/16 Inch - 80mm,3G111-05,General Hardware,29,26,,0
1762,Anchor Bolt 5/16 Inch - 100mm,3G111-06,General Hardware,40,36.2,,0
1763,Anchor Bolt 5/16 Inch - 120mm,3G111-07,General Hardware,48.5,44,,0
1764,Anchor Bolt 5/16 Inch - 150mm,3G111-08,General Hardware,41,34,,0
1765,Basin Tap (Top Man - Hevy) Lever type - 1/2 Inch,4S07-12,Sanitary Wares,2980,2685,,167
1766,Bip Tap (Top Man - Hevy) Lever type - 1/2 Inch,4S07-13,Sanitary Wares,2950,2655,,222
1767,Anchor Bolt 3/8 Inch - 10x75 mm,3G111-09,General Hardware,48,44,,0
1768,Consil Valve (Top Man - Hevy) Lever Type - 1/2 Inch,4S07-14,Sanitary Wares,2950,2655,,197
1769,Anchor Bolt 3/8 Inch - 10x100 mm,3G111-10,General Hardware,54,48,,0
1770,Anchor Bolt 3/8 Inch - 10x125 mm,3G111-11,General Hardware,65,58,,0
1771,Angle Valve (Top Man - Hevy) Lever Type - 1/2 Inch,4S07-15,Sanitary Wares,1470,1325,,153
1772,Anchor Bolt Fan Hooks 8 mm,3G112-01,General Hardware,90,81,,0
1773,Anchor Bolt Fan Hooks 10 mm,3G112-02,General Hardware,138,125,,0
1774,Drop Anchor Bolt 1/4 Inch ( 6 mm ),3G113-01,General Hardware,763,687,,0
1775,Sink Tap (Matt Black) Single Leaver,4S03-09,Sanitary Wares,2150,1935,,37
1776,Drop Anchor Bolt 5/16 Inch ( 8 mm ),3G113-02,General Hardware,1100,990,,0
1777,Drop Anchor Bolt 3/8 Inch ( 10 mm ),3G113-03,General Hardware,900,810,,0
1778,Luggage Strap 1 m,3G114-01,General Hardware,130,120,,0
1779,Sink Tap ( Ocean) Mat,4S03-10,Sanitary Wares,2370,2135,,68
1780,Tow Rope 4 m,3G115-01,General Hardware,1350,1215,,0
1781,Sink Tap ( Ocean) Nical,4S03-11,Sanitary Wares,1460,1315,,0
1782,Ratchet Tie Down ( Spread ) 10 m,3G116-01,General Hardware,1620,1460,,0
1783,Sink Tap ( Water Edge ) Nical,4S03-12,Sanitary Wares,1550,1395,,0
1784,Sink Tap ( Faucet ) Nical Leaver,4S03-13,Sanitary Wares,1680,1512,,0
1785,Ratchet Towing Rope 4 m,3G116-02,General Hardware,361,327,,0
1786,Nylon Twine No. 3,3G117-01,General Hardware,116,105,,0
1787,Nylon Twine No. 30,3G117-02,General Hardware,125,113,,3920
1788,Nylon Twine No. 6,3G117-03,General Hardware,181,163,,0
1789,Nylon Twine No. 9,3G117-04,General Hardware,181,163,,0
1790,Nylon Twine No. 12,3G117-05,General Hardware,181,163,,0
1791,Bolt With Nut Zinc (Full Teeth) 5 X 12,3G119-01,General Hardware,740,666,,262
1792,Nylon Twine No. 15,3G117-06,General Hardware,116,105,,0
1793,Nylon Twine No. 18,3G117-07,General Hardware,116,105,,0
1794,Bolt With Nut Zinc (Full Teeth) 5 X 16,3G119-02,General Hardware,740,666,,171
1795,Nylon Twine No. 21,3G117-08,General Hardware,116,105,,0
1796,Nylon Twine No. 24,3G117-09,General Hardware,116,105,,0
1797,Bolt With Nut Zinc (Full Teeth) 5 X 20,3G119-03,General Hardware,740,666,,257
1798,Nylon Twine No. 27,3G117-10,General Hardware,125,113,,3884
1799,Gas Hose Clear ( 30m ),3G118-01,General Hardware,5660,5092,,0
1800,Gas Hose Orange ( B ),3G118-02,General Hardware,2645,2460,,0
1801,Gas Hose Orange ( A ) - 30 m,3G118-03,General Hardware,4540,4090,,0
1802,Bolt With Nut Zinc (Full Teeth) 5 X 25,3G119-04,General Hardware,740,666,,139
1803,Electric Scale ( Square ) Ac / Dc Power 10 kg,3G60-07,General Hardware,1460,1314,,481
1804,Bolt With Nut Zinc (Full Teeth) 5 X 35,3G119-05,General Hardware,740,666,,218
1805,Basin West Thread ABS ( Push ) Slotted 1 1/4 Inch,4S10-05,Sanitary Wares,495,445,,1
1806,Bolt With Nut Zinc (Full Teeth) 5 X 40,3G119-06,General Hardware,740,666,,133
1807,Basin West Full Thread PVC ( Normal ) 1 1/4 Inch,4S10-06,Sanitary Wares,175,158,,0
1808,Bolt With Nut Zinc (Full Teeth) 5 X 50,3G119-07,General Hardware,740,666,,79
1809,Bird Lock ( Hevy ),6D11-01,Door Lock,1050,945,,714
1810,Bolt With Nut Zinc (Full Teeth) 6 X 12,3G119-08,General Hardware,565,510,,122
1811,Bird Lock Card,6D11-02,Door Lock,1185,1125,,0
1812,Bird Lock Handle ( AC ),3G110-01,Door Lock,175,160,,0
1813,Bolt With Nut Zinc (Full Teeth) 6 X 16,3G119-09,General Hardware,565,510,,92
1814,Bolt With Nut Zinc (Full Teeth) 6 X 20,3G119-10,General Hardware,565,510,,134
1815,Pantry Handle S/S - 4 Inch,3G110-02,General Hardware,96,90,,0
1816,Bolt With Nut Zinc (Full Teeth) 6 X 25,3G119-11,General Hardware,565,510,,0
1817,Pantry Handle S/S - 6 Inch,3G110-03,General Hardware,121,110,,0
1818,Pantry Handle S/S - 10 Inch,3G110-04,General Hardware,175,166,,0
1819,Bolt With Nut Zinc (Full Teeth) 6 X 35,3G119-12,General Hardware,565,510,,50
1820,Pantry Handle Round S/S 4 Inch,3G110-06,General Hardware,80,72,,0
1821,Bolt With Nut Zinc (Full Teeth) 6 X 40,3G119-13,General Hardware,565,510,,0
1822,Pantry Handle Round S/S 6 Inch,3G110-07,General Hardware,90,81,,0
1823,Pantry Handle Round S/S 8 Inch,3G110-08,General Hardware,110,99,,0
1824,Pantry Handle S/S ( Squre ) 8 Inch,3G110-10,General Hardware,325,295,,0
1825,Bolt With Nut Zinc (Full Teeth) 6 X 50,3G119-14,General Hardware,565,510,,0
1826,Pantry Handle S/S ( Squre ) 10 Inch,3G110-11,General Hardware,360,325,,0
1827,Bolt With Nut Zinc (Full Teeth) 8 X 16,3G119-15,General Hardware,565,510,,35
1828,Pantry Handle S/S ( Squre ) 6 Inch,3G110-12,General Hardware,295,265,,0
1829,Bolt With Nut Zinc (Full Teeth) 8 X 20,3G119-16,General Hardware,565,510,,81
1830,Pantry Handle ( Indian ) Steel Squre 6 Inch,3G110-13,General Hardware,140,126,,0
1831,Pantry Knob ( China ) 01,3G118-01,General Hardware,37,35,,0
1832,Pantry Knob ( China ) 02,3G118-02,General Hardware,28,28,,33
1833,Bolt With Nut Zinc (Full Teeth) 8 X 25,3G119-17,General Hardware,565,510,,0
1834,Pantry Knob ( China ) 03,3G118-03,General Hardware,37,35,,0
1835,Bolt With Nut Zinc (Full Teeth) 8 X 30,3G119-18,General Hardware,565,510,,0
1836,Pantry Knob ( China ) 04,3G118-04,General Hardware,28,28,,10
1837,Bolt With Nut Zinc (Full Teeth) 8 X 40,3G119-19,General Hardware,565,510,,0
1838,Sink Tap ( Range - Fishdi ) ABS,4S03-09,Sanitary Wares,575,520,,0
1839,Bolt With Nut Zinc (Full Teeth) 8 X 50,3G119-20,General Hardware,565,510,,0
1840,Bolt With Nut Zinc (Full Teeth) 8 X 75,3G119-21,General Hardware,565,510,,0
1841,Garden Tap ( Range ) ABS,4S01-09,Sanitary Wares,285,256,,115
1842,Bolt With Nut Zinc (Full Teeth) 8 X 100,3G119-22,General Hardware,565,510,,2
1843,Angle Valve ( Range ) ABS,4S05-08,Sanitary Wares,210,190,,0
1844,Bathroom Shelf S/S ( Mirror ) 15 Inch,4S29-07,Sanitary Wares,1400,1260,,27
1845,Bolt With Nut Zinc (Full Teeth) 8 X 125,3G119-23,General Hardware,565,510,,0
1846,Bathroom Shelf  Mirror ( Acrylic - Clear ),4S29-08,Sanitary Wares,1490,1490,,44
1847,Bolt With Nut Zinc (Full Teeth) 8 X 150,3G119-24,General Hardware,565,510,,0
1848,Bolt With Nut Zinc (Full Teeth) 10 X 16,3G119-25,General Hardware,565,510,,166
1849,Soap Dish Double ( Acrylic - Clear ),4S29-09,Sanitary Wares,840,840,,3
1850,Bolt With Nut Zinc (Full Teeth) 10 X 20,3G119-26,General Hardware,565,510,,157
1851,Brush Holder ( Acrylic - Clear ),4S29-10,Sanitary Wares,950,950,,0
1852,Bolt With Nut Zinc (Full Teeth) 10 X 25,3G119-27,General Hardware,565,510,,0
1853,Clear Towel Bar ( Acrylic ),4S28-06,Sanitary Wares,1490,1345,,0
1854,Bolt With Nut Zinc (Full Teeth) 10 X 30,3G119-28,General Hardware,565,510,,0
1855,Bathroom Corner Shelf ( S/S ) Round Hevy,4S29-11,Sanitary Wares,1920,1728,,0
1856,Bathroom Corner Shelf ( S/S ) Round,4S29-12,Sanitary Wares,1860,1675,,0
1857,Bathroom Corner Shelf ( ABS ) 5 In 01,4S29-13,Sanitary Wares,1050,945,,0
1858,Bolt With Nut Zinc (Full Teeth) 10 X 40,3G119-29,General Hardware,565,510,,10
1859,Bolt With Nut Zinc (Full Teeth) 10 X 50,3G119-30,General Hardware,565,510,,0
1860,Bolt With Nut Zinc (Full Teeth) 10 X 60,3G119-31,General Hardware,565,510,,89
1861,Bathroom Shelf ( S/S ) Square Large,4S29-14,Sanitary Wares,1820,1640,,0
1862,Bathroom Shelf ( S/S ) Square Small,4S29-15,Sanitary Wares,1890,1700,,0
1863,Bolt With Nut Zinc (Full Teeth) 10 X 75,3G119-32,General Hardware,565,510,,0
1864,Bathroom Shelf ( S/S ) Mirror 15 Inch,4S29-16,Sanitary Wares,1400,1260,,27
1865,Bolt With Nut Zinc (Full Teeth) 10 X 100,3G119-33,General Hardware,565,510,,0
1866,Bathroom Shelf ( Glass ),4S29-17,Sanitary Wares,1470,1323,,0
1867,Bathroom Shelf ( ABS ) 2 In 1,4S29-18,Sanitary Wares,700,630,,0
1868,Bolt With Nut Zinc (Full Teeth) 10 X 125,3G119-34,General Hardware,565,510,,0
1869,Bathroom Shelf ( ABS ) 3 In 1,4S29-19,Sanitary Wares,770,695,,0
1870,Bathroom Shelf ( ABS ) 4 In 1,4S29-20,Sanitary Wares,910,820,,0
1871,Bolt With Nut Zinc (Full Teeth) 10 X 150,3G119-35,General Hardware,565,510,,0
1872,Bolt With Nut Zinc (Full Teeth) 12 X 25,3G119-36,General Hardware,565,510,,115
1873,Bolt With Nut Zinc (Full Teeth) 12 X 35,3G119-37,General Hardware,565,510,,68
1874,Bolt With Nut Zinc (Full Teeth) 12 X 50,3G119-38,General Hardware,565,510,,68
1875,Bolt With Nut Zinc (Full Teeth) 12 X 60,3G119-39,General Hardware,565,510,,58
1876,Bolt With Nut Zinc (Full Teeth) 12 X 75,3G119-40,General Hardware,565,510,,57
1877,Bolt With Nut Zinc (Full Teeth) 12 X 100,3G119-41,General Hardware,565,510,,11
1878,Bolt With Nut Zinc (Full Teeth) 12 X 125,3G119-42,General Hardware,565,510,,6
1879,Flat Washer ( YZP ) 5 X 15,3G120-01,General Hardware,565,510,,0
1880,Flat Washer ( YZP ) 5 X 20,3G120-02,General Hardware,565,510,,0
1881,Flat Washer ( YZP ) 6 X 12,3G120-03,General Hardware,565,510,,53
1882,Flat Washer ( YZP ) 6 X 20,3G120-04,General Hardware,565,510,,0
1883,Flat Washer ( YZP ) 6 X 25,3G120-05,General Hardware,565,510,,0
1884,Flat Washer ( YZP ) 6 X 30,3G120-06,General Hardware,565,510,,0
1885,Flat Washer ( YZP ) 8 X 20,3G120-07,General Hardware,565,510,,14
1886,Flat Washer ( YZP ) 8 X 25,3G120-08,General Hardware,565,510,,0
1887,Flat Washer ( YZP ) 8 X 30,3G120-09,General Hardware,565,510,,0
1888,Flat Washer ( YZP ) 10 X 25,3G120-10,General Hardware,565,510,,0
1889,Flat Washer ( YZP ) 10 X 30,3G120-11,General Hardware,565,510,,0
1890,Flat Washer ( YZP ) 12 X 25,3G120-12,General Hardware,565,510,,96
1891,Flat Washer ( YZP ) 12 X 30,3G120-13,General Hardware,565,510,,8
1892,Flat Washer ( YZP ) 12 X 35,3G120-14,General Hardware,565,510,,0
1893,Flat Washer ( YZP ) 5/8 X 40,3G120-15,General Hardware,565,510,,41
1894,Spring Washer ( YZP ) M5,3G121-01,General Hardware,795,715,,194
1895,Spring Washer ( YZP ) M6,3G121-02,General Hardware,595,535,,147
1896,Spring Washer ( YZP ) M8,3G121-03,General Hardware,595,535,,118
1897,Spring Washer ( YZP ) M10,3G121-04,General Hardware,595,535,,100
1898,Spring Washer ( YZP ) M12,3G121-05,General Hardware,595,535,,122
1899,Garden Rekka 10 T,3G122-01,General Hardware,295,265.5,,318
1900,Garden Rekka 12 T,3G122-02,General Hardware,345,310,,298
1901,Garden Rekka 14 T,3G122-03,General Hardware,410,370,,0
1902,Jigsaw Blade B - 10,3G123-01,General Hardware,260,175,,0
1903,Jigsaw Blade No - 10,3G123-02,General Hardware,260,170,,0
1904,Jigsaw Blade 101,3G123-03,General Hardware,121,90,,0
1905,Jigsaw Blade 119,3G123-04,General Hardware,130,110,,0
1906,Jigsaw Blade T 144 D,3G123-05,General Hardware,190,175,,125
1907,Jigsaw Blade T 244 D,3G123-06,General Hardware,190,175,,284
1908,Globe Brass Pad Lock ( Cylinder Type ) - 60 mm,3G23-34,General Hardware,2725,2455,,42
1909,Hengxink Pad Lock ( D Type ) 100 mm,3G23-35,General Hardware,1900,1710,,0
1910,Lianqiu Pad Lock ( Round Type ) 65 mm,3G23-36,General Hardware,1950,1755,,78
1911,Lianqiu Pad Lock ( Rectangular ) Long Arm 50 mm,3G23-37,General Hardware,525,475,,0
1912,Lianqiu Pad Lock ( Rectangular ) Long Arm 60 mm,3G23-38,General Hardware,650,585,,0
1913,Tinman Snips ( Dingqi ) 10 Inch,2H59-01,Hand Tools,1560,1400,,35
1914,Tinman Snips ( Dingqi ) 12 Inch,2H59-02,Hand Tools,1860,1675,,106
1915,Flex Tape ( Waterproof Sealing ) Black 4 x 5,3G124-01,General Hardware,590,531,,0
1916,Flex Tape ( Waterproof Sealing ) Clear 4 x 5,3G124-02,General Hardware,590,531,,0
1917,Aluminium Foil Tape ( Waterproof ),3G125-01,General Hardware,590,531,,0
1918,Nano Tape  ( Double Side ) Transparent 1/2 Inch,3G126-01,General Hardware,180,165,,0
1919,Nano Tape ( Double Side ) Transparent 1 Inch,3G126-02,General Hardware,290,261,,0
1920,Hand Axe - 500 g,3G127-01,General Hardware,1150,1035,,252
1921,Cotton Gloves ( Rubber Coated Palm ) Orange,3G76-03,General Hardware,175,158,,0
1922,Pressure Sprayer 5 Liter,3G128-01,General Hardware,2220,1998,,0
1923,Wood Chisel Dingqi 1/4 Inch,2H32-10,Hand Tools,690,625,,125
1924,Bathroom Accessories Set Metro (ABS) 5 Pcs,4S35-01,Sanitary Wares,2100,1890,,0
1925,Max Hammer Bit (Hilty) EHPL 20X800 mm,1P06-11,Power Tool Accessories,3120,2810,,28
1926,Max Hammer Bit (Hilty) EHPL 20X600 mm,1P06-12,Power Tool Accessories,2220,1998,,17
1927,Jel Hammer 500 G,2H31-03,Hand Tools,410,370,,0
1928,Soap Dish Single (S/S) Hevy - SUS 304,4S29-21,Sanitary Wares,690,625,,36
1929,Soap Dish Single (S/S),4S29-22,Sanitary Wares,385,346,,0
1930,Tower Bolt (S/S) Flat 4 Inch,3G35-03,General Hardware,190,175,,473
1931,Bird Lock ( Grade A ),6D11-03,Door Lock,1420,1280,,0
1932,Door Closer (China) 8 Inch,3G64-02,General Hardware,3360,3025,,138
1933,Steel Iron Cutter ( Dingqi ) 10 Inch,2H60-01,Hand Tools,1490,1340,,265
1934,Steel Iron Cutter ( Dingqi ) 12 Inch,2H60-02,Hand Tools,1790,1611,,88
1935,Copper Bearing Hinges 4 X 2 1/2 (2 Pair),3G129-01,General Hardware,375,338,,0
1936,Adjustable Circle Cutter (Heavy Duty),1P55-01,Power Tool Accessories,795,715,,0
1937,Hose Joint (Plastic),3G58-03,General Hardware,7.5,6.75,,1496
1938,Welding Holder (800A),3G100-01,General Hardware,1200,1080,,208
1939,Welding Holder (700A),3G100-02,General Hardware,1200,1080,,0
1940,Biddy Spray Set (Top Man) Lever Type,4S07-16,Sanitary Wares,1850,1665,,534
1941,Consil Valve (Top Man - Hevy) Lever Type - 3/4 Inch,4S08-07,Sanitary Wares,4850,4365,,41
