#,Product,Code,Category,Retail Price,Whole Sale Price,Actions,Unit Price,Qty
1161,Bip Tap A.B.S (Long Body),4S02-02,Sanitary Wares,310,280,,220,371
1162,Bip Tap Nical (Long Body) 1/2 Inch,4S02-03,Sanitary Wares,700,630,,500,0
1163,Bip Tap Nical (Long Body) Lever Type 1/2 Inch,4S02-04,Sanitary Wares,980,885,,700,8
1164,Bip Tap (ABS-Cristal),4S02-05,Sanitary Wares,195,176,,122.5,1
1165,Bip Tap (ABS-Titan),4S02-06,Sanitary Wares,146,130,,190,0
1166,Bip Tap (ABS-Range),4S02-07,Sanitary Wares,250,225,,136.5,466
1167,Sink Tap (Classic) Nical,4S03-01,Sanitary Wares,2580,2325,,1837.5,0
1168,Sink Tap (Classic) Mat,4S03-02,Sanitary Wares,2580,2325,,1837.5,0
1169,Sink Tap (Venus) Nical,4S03-03,Sanitary Wares,899,894,,672,0
1170,Sink Tap (NBT-Nical) Lever Type,4S03-04,Sanitary Wares,1396,1257,,930,0
1171,Sink Tap (ABS) - Round,4S03-05,Sanitary Wares,520,467,,385,0
1172,Sink Tap ABS (Fishdi) Round,4S03-06,Sanitary Wares,575,520,,385,77
1173,Sink Tap ABS (Ever Pro) Card,4S03-07,Sanitary Wares,645,580,,498,1528
1174,Sink Tap (ABS) - Lever Type,4S03-08,Sanitary Wares,520,467,,417,0
1175,Basin Tap (ABS - Range),4S04-01,Sanitary Wares,485,436,,280,357
1176,Basin Tap (ABS),4S04-02,Sanitary Wares,575,518,,450,0
1177,Basin Tap (ABS) Nical Head,4S04-03,Sanitary Wares,361,324,,204,0
1178,Angle Valve (ABS) Large,4S05-01,Sanitary Wares,195,175,,129.5,0
1179,Angle Valve (ABS) Small,4S05-02,Sanitary Wares,191,171,,60,0
1180,Angle Valve (Amanni) Small 1/2 Inch,4S05-03,Sanitary Wares,395,355,,266,937
1181,Angle Valve (Amanni-Classic) 1/2 Inch,4S05-04,Sanitary Wares,392,361,,368,0
1182,Angle Valve (Kmrya) Lever Type,4S05-05,Sanitary Wares,834,750,,320,0
1183,Angle Valve (High End) 1/2 Inch,4S05-06,Sanitary Wares,662,595,,450,0
1184,Angle Valve (NBT) 1/2 Inch (Prime),4S05-07,Sanitary Wares,450,405,,320,0
1185,Bip Tap (Everpro) Lever Type (1/2 Inch),4S06-01,Sanitary Wares,1390,1250,,892.5,200
1186,Basin Tap (Everpro) Lever Type (1/2 Inch),4S06-02,Sanitary Wares,1790,1611,,1179.5,78
1187,Angle Valve (Everpro) Lever Type (1/2 Inch),4S06-03,Sanitary Wares,1050,945,,696.5,120
1188,Consil Valve (Everpro) Lever Type (1/2 Inch),4S06-04,Sanitary Wares,2260,2035,,1505,113
1189,Biddy Spray Set (Everpro),4S06-05,Sanitary Wares,372,331,,331,330
1190,Sink Tap (EHPL) Lever Type,4S06-06,Sanitary Wares,2500,2250,,1785,2
1191,Bip Tap ( Top Man) Lever Type (1/2 Inch),4S07-01,Sanitary Wares,1774,1606,,1137.5,4
1192,Basin Tap ( Top Man) Lever Type (1/2 Inch),4S07-02,Sanitary Wares,1500,1500,,1462.5,18
1193,Angle Valve ( Top Man) Lever Type (L),4S07-03,Sanitary Wares,1350,1215,,942.5,7
1194,Consil Valve ( Top Man) Lever Type (1/2 Inch),4S07-04,Sanitary Wares,2919,2636,,2636,1885
1195,Angle Valve ( Top Man) Square Head (Small),4S07-05,Sanitary Wares,895,805,,728,437
1196,Sink Tap ( Top Man) Lever Type,4S07-06,Sanitary Wares,2268,2042,,1495,0
1197,Bip Tap ( Top Man) Round Head (1/2 Inch),4S07-07,Sanitary Wares,944,854,,700,0
1198,Basin Tap ( Top Man) Round Head (1/2 Inch),4S07-08,Sanitary Wares,1085,954,,800,0
1199,Angle Valve ( Top Man) Round Head (L),4S07-09,Sanitary Wares,919,834,,834,700
1200,Angle Valve ( Top Man) Round Head (Small),4S07-10,Sanitary Wares,442,421,,350,0
1201,Consil Valve ( Top Man) Round Head (1/2 Inch),4S07-11,Sanitary Wares,1125,1029,,800,0
1202,Bip Tap ( Rapsel) Full Brass,4S08-01,Sanitary Wares,2494,2245,,2372.5,2
1203,Basin Tap ( Rapsel) Full Brass,4S08-02,Sanitary Wares,5744,5169,,5460,1
1204,Angle Valve ( Rapsel) Full Brass,4S08-03,Sanitary Wares,3108,2798,,2957.5,18
1205,Consil Valve ( Rapsel) Full Brass,4S08-04,Sanitary Wares,3927,3533,,1960,0
1206,Biddy Spray Set ( Rapsel),4S08-05,Sanitary Wares,2688,2415,,1820,0
1207,Sink Tap ( Rapsel) Full Brass Lever Type,4S08-06,Sanitary Wares,3098,2793,,1984,0
1208,Sink West (S/S) 1 1/2 Inch,4S09-01,Sanitary Wares,125,112.5,,87.5,4504
1209,Basin West (Pop-Up) 1 1/4 Inch,4S10-01,Sanitary Wares,990,891,,616,150
1210,Basin West (Normal) 1 1/4 Inch,4S10-02,Sanitary Wares,795,715,,479.5,148
1211,Basin West (ABS-Push) Full Thread Unslotted  1 1/4 Inch,4S10-03,Sanitary Wares,495,445,,301,0
1212,Basin West (Nical-Push) Full Thread Unslot 1 1/4 Inch,4S10-04,Sanitary Wares,1150,1035,,800,43
1213,Gully Box S/S (Regular) 4X4 Inch,4S11-01,Sanitary Wares,312,280,,151.8,0
1214,Gully Box PVC (Regular) 4X4 Inch,4S11-02,Sanitary Wares,178,168,,85.1,0
1215,Gully Box S/S (Regular) 6X6 Inch,4S11-03,Sanitary Wares,595,535,,399,845
1216,Gully Box S/S (Pop-Up) 6X6 Inch,4S11-04,Sanitary Wares,895,805,,595,468
1217,Gully Cover S/S (Polo) 6X6,4S11-05,Sanitary Wares,340,310,,239.62,4
1218,Gully Cover S/S 6X6,4S11-06,Sanitary Wares,410,370,,290,0
1219,Shower (A.B.S) With Arm,4S12-01,Sanitary Wares,462,416,,0,0
1220,Shower Made In Sri Lanka (A.B.S) 3/4 Inch (L),4S12-02,Sanitary Wares,74,66,,45,963
1221,Shower Made In Sri Lanka (A.B.S) 1/2 Inch (S),4S12-03,Sanitary Wares,58,52,,28,858
1222,Slim Squre Shower (Polo) ABS,4S12-04,Sanitary Wares,377,339,,265,0
1223,Deluxe Shower Overhead (Polo) ABS,4S12-05,Sanitary Wares,420,380,,300,50
1224,Waterlink Shower ABS (Square) 4 Inch,4S12-06,Sanitary Wares,400,360,,275,0
1225,Waterlink Shower ABS (Round) 4 Inch,4S12-07,Sanitary Wares,400,360,,275,0
1226,Jet Shower (Oscar),4S13-01,Sanitary Wares,780,700,,455,125
1227,Jet Shower (Oscar) Nical,4S13-02,Sanitary Wares,410,370,,270,1
1228,Shower Hevy S/S Square With Arm 6 Inch,4S13-03,Sanitary Wares,890,800,,602,328
1229,Shower Hevy S/S Square With Arm 8 Inch,4S13-04,Sanitary Wares,1339,1205,,750,0
1230,Shower Hevy S/S Round With Box Arm 6 Inch,4S13-05,Sanitary Wares,1186,1071,,590,1
1231,Sandwich Shower S/S With Arm 6X6 Inch,4S13-06,Sanitary Wares,1911,1722,,1300,0
1232,Sandwich Shower S/S With Arm 8X8 Inch,4S13-07,Sanitary Wares,2278,2053,,1550,0
1233,Shower (ASM) 625-2,4S13-08,Sanitary Wares,890,800,,601.25,90
1234,Bend Shower With ARM (Shine) 4 Inch,4S13-09,Sanitary Wares,980,885,,700,3
1235,Hand Shower (Furiq Bath) Square,4S14-01,Sanitary Wares,1590,1435,,1250,113
1236,Hand Shower (Fishdi) Round,4S14-02,Sanitary Wares,980,885,,509.63,1
1237,Hand Shower (Fishdi) Square,4S14-03,Sanitary Wares,1590,1435,,1085,552
1238,Hand Shower (Akvaline) Round,4S14-04,Sanitary Wares,1150,1035,,627.75,3
1239,Biddy Spray Set (Opp Pack) Ivory,4S15-01,Sanitary Wares,590,535,,392,3
1240,Biddy Spray Set (Opp Pack) Blue,4S15-02,Sanitary Wares,590,535,,392,5
1241,Biddy Spray Set (Opp Pack) Pink,4S15-03,Sanitary Wares,590,535,,392,4
1242,Biddy Spray Set (Opp Pack) White,4S15-04,Sanitary Wares,590,535,,385,457
1243,Biddy Spray Set (Opp Pack) Green,4S15-05,Sanitary Wares,590,535,,392,20
1244,Biddy Spray Set (Faucet) White,4S15-06,Sanitary Wares,682,614,,345,0
1245,Biddy Spray Set (Fishidi) White,4S15-07,Sanitary Wares,1155,1040,,645,9
1246,Biddy Spray Set (Zeo Bath) Nical,4S16-01,Sanitary Wares,1120,1010,,800,0
1247,Biddy Spray Set (Rich-Shaffat) ABS Nical,4S16-02,Sanitary Wares,1260,1135,,837,3
1248,Biddy Spray Set (NBT) Nical,4S16-03,Sanitary Wares,1120,1010,,750,0
1249,Biddy Spray Set (Brass - Nical),4S16-04,Sanitary Wares,1758,1706,,1104,0
1250,Biddy Spray Set (R&S) Nical,4S16-05,Sanitary Wares,980,885,,700,0
1251,Biddy Head (Opp Pack) White,4S17-01,Sanitary Wares,315,285,,145.13,229
1252,Biddy Head (Opp Pack) Beige,4S17-02,Sanitary Wares,368,331,,260,0
1254,Biddy Head (Opp Pack) Blue,4S17-03,Sanitary Wares,368,331,,260,0
1255,Biddy Head (Opp Pack) Green,4S17-04,Sanitary Wares,368,331,,260,0
1256,Biddy Head (Opp Pack) Pink,4S17-05,Sanitary Wares,368,331,,260,0
1257,Biddy Head ( Opp Pack ) White - Nical Lever,4S17-06,Sanitary Wares,418,376,,285,0
1258,Biddy Head ( Opp Pack ) Nical,4S17-07,Sanitary Wares,380,345,,269.5,540
1259,Flexible Hose (Nical) 45 Cm,4S18-01,Sanitary Wares,222,201,,91.08,0
1260,Flexible Hose (Nical) 60 Cm,4S18-02,Sanitary Wares,420,378,,300,7
1261,Flexible Hose (Nical) 150 Cm,4S18-03,Sanitary Wares,980,880,,700,1
1262,Flexible Hose (NBT) Double Wire 100 Cm,4S18-04,Sanitary Wares,1176,1060,,800,11
1263,Flexible Hose (P.V.C) 45Cm,4S18-05,Sanitary Wares,270,245,,190,0
1264,Flexible Hose (P.V.C) 60 Cm,4S18-06,Sanitary Wares,295,265,,210,39
1265,Flexible Hose (P.V.C) 90 Cm,4S18-07,Sanitary Wares,401,360,,189,0
1266,Flexible Hose Hot & Cool (NYLON) 45 Cm,4S18-08,Sanitary Wares,326,294,,230,0
1267,Flexible Hose Hot & Cool (NYLON) 60 Cm,4S18-09,Sanitary Wares,340,310,,240,20
1268,Flexible Hose Hot & Cool (NYLON) 70 Cm,4S18-10,Sanitary Wares,368,331,,260,0
1269,Flexible Hose Hot & Cool (NYLON) 90 Cm,4S18-11,Sanitary Wares,420,380,,300,0
1271,Non Return Valve (Venus Brass) 1/2 Inch,4S19-01,Sanitary Wares,578,552,,400,0
1272,Non Return Valve (Venus Brass) 3/4 Inch,4S19-02,Sanitary Wares,592,487,,0,0
1273,Non Return Valve (Venus Brass) 1 Inch,4S19-03,Sanitary Wares,1250,1125,,595,0
1274,Non Return Valve (Brass-Tec/Jmao) 1 Inch,4S19-04,Sanitary Wares,1344,1210,,810,0
1275,Non Return Valve (Brass-Indian) 1 Inch,4S19-05,Sanitary Wares,1312,1181,,750,1
1276,Ball Float Valve EHPL (Brass) 1/2 Inch,4S20-01,Sanitary Wares,1950,1755,,1316,717
1277,Ball Float Valve EHPL (Brass) 3/4 Inch,4S20-02,Sanitary Wares,2370,2133,,1471.5,2
1278,Ball Float Valve EHPL (Brass) 1 Inch,4S20-03,Sanitary Wares,2975,2680,,1890,54
1279,Ball Float Valve (Brass) Stright Lever 1/2 Inch,4S20-04,Sanitary Wares,1575,1418,,700,3
1280,Ball Float Valve (Brass) Stright Lever 3/4 Inch,4S20-05,Sanitary Wares,854,722,,0,0
1281,Ball Float Valve (Brass) Stright Lever 1 Inch,4S20-06,Sanitary Wares,2510,2259,,1598,0
1282,Ball Valve (Y-King Brass) 1/2 Inch,4S21-01,Sanitary Wares,788,709,,697.5,0
1283,Ball Valve (Y-King Brass) 3/4 Inch,4S21-02,Sanitary Wares,1312,1181,,529,90
1284,Ball Valve (Y-King Brass) 1 Inch,4S21-03,Sanitary Wares,1205,1085,,703.8,0
1285,Ball Valve (Venus Brass) 1/2 Inch,4S21-04,Sanitary Wares,870,785,,556.5,187
1286,Ball Valve (Venus Brass) 3/4 Inch,4S21-05,Sanitary Wares,1430,1290,,1020,0
1287,Ball Valve (Venus Brass) 1 Inch,4S21-06,Sanitary Wares,1850,1655,,1323,188
1288,Ball Valve (Venus Brass) 1 1/2 Inch,4S21-07,Sanitary Wares,2962,2666,,1840,0
1289,Ball Valve (Venus Brass) 1 1/4 Inch,4S21-08,Sanitary Wares,1657,1426,,828,0
1290,Ball Valve (Viva Brass) 1/2 Inch,4S22-01,Sanitary Wares,709,640,,500,0
1291,Ball Valve (Viva Brass) 3/4 Inch,4S22-02,Sanitary Wares,814,733,,570,0
1292,Ball Valve (Viva Brass) 1 Inch,4S22-03,Sanitary Wares,987,888,,770,0
1293,Ball Valve (Vsi Brass) 1/2 Inch,4S22-04,Sanitary Wares,892,803,,550,0
1294,Ball Valve (Forged) 1/2 Inch,4S22-05,Sanitary Wares,735,662,,500,0
1295,Magic Hose (PVC) Without West 1 1/4 Inch,4S23-01,Sanitary Wares,97.5,88,,68.6,0
1296,Magic Hose (PVC) Without West 1 1/2 Inch,4S23-02,Sanitary Wares,110,99,,75.6,5
1297,Magic Hose (PVC) With Sink West 1 1/4 Inch,4S23-03,Sanitary Wares,222,200,,103.5,0
1298,Magic Hose (PVC) Without West (Hevy) 1 1/4 Inch,4S23-04,Sanitary Wares,257,231,,180,1
1299,Magic Bend (Pvc) 4 Inch,4S24-01,Sanitary Wares,820,740,,476,253
1300,L Bend (Pvc) 4 Inch,4S25-01,Sanitary Wares,740,666,,487.5,16
1301,Cistern Fitting Set - Push,4S26-01,Sanitary Wares,1050,945,,805,448
1302,Cistern Fitting Handle - Side,4S26-02,Sanitary Wares,266,226,,172,0
1303,Sanitary Fixing Set (S/S) 2 Nails,4S27-01,Sanitary Wares,245,220,,175,259
1304,Sanitary Fixing Set (S/S) 4 Nails,4S27-02,Sanitary Wares,260,235,,182,255
1305,Towel Bar S/S (Wesda) 60 cm,4S28-01,Sanitary Wares,998,898,,504,0
1306,Towel Bar S/S (Mikado) Round Arm With Single Hook,4S28-02,Sanitary Wares,808,730,,550,0
1307,Towel Bar S/S (Mikado) Round Arm With Double Hook,4S28-03,Sanitary Wares,1102,992,,750,0
1308,Towel Bar S/S (Mikado) Squre Arm With Hook,4S28-04,Sanitary Wares,1732,1559,,0,0
1309,Towel Bar S/S (Mikado) Squre Arm (Normal),4S28-05,Sanitary Wares,1575,1418,,0,0
1310,Soap Case (S/S) Classic,4S29-01,Sanitary Wares,211,190,,135,0
1311,Soap Case (S/S) Blue Box,4S29-02,Sanitary Wares,390,351,,253.13,7
1312,Bathroom Soap Holder S/S),4S29-03,Sanitary Wares,770,695,,550,0
1313,Soap Dish Single (ABS),4S29-04,Sanitary Wares,300,270,,210,6
1314,Soap Dish Double (ABS),4S29-05,Sanitary Wares,520,468,,370,9
1315,Shelf Soap Tray (ABS) 14 Inch,4S29-06,Sanitary Wares,630,565,,450,0
1316,Soap Dispenser & Holder (800ml),4S30-01,Sanitary Wares,1115,1004,,740,0
1317,Soap Dispenser & Holder (500ml),4S30-02,Sanitary Wares,933,841,,620,0
1318,Outlat Hose 1.5m,4S31-01,Sanitary Wares,410,369,,248.5,145
1319,Outlat Hose 2m,4S31-02,Sanitary Wares,520,520,,421,0
1320,Outlat Hose (Indian) 5 Feet,4S31-03,Sanitary Wares,368,331,,250,0
1321,Inlat Hose W/M 1 1/2m,4S32-01,Sanitary Wares,514,472,,251.25,6
1322,Inlat Hose (Indian) 4 Feet,4S32-02,Sanitary Wares,315,284,,230,0
1323,Combined Valve (Force Brand) 1/2 Inch,4S33-01,Sanitary Wares,99,90,,0,0
1324,Combined Valve (Force Brand) 3/4 Inch,4S33-02,Sanitary Wares,161,146,,125,0
1325,Combined Valve (Force Brand) 1 Inch,4S33-03,Sanitary Wares,235,216,,,
1326,Commode Seat Cover - Classic,4S34-01,Sanitary Wares,1102,992,,0,0
1327,Iron Oxide (Kapriol) S190 Red Bag 25 kg,5I01-01,Iron Oxide,13010,11713,,8850,0
1328,Iron Oxide (Kapriol) S375 Black Bag 25 kg,5I01-02,Iron Oxide,20475,18428,,13000,0
1329,Iron Oxide (Malaysian)  Black Bag 25 kg,5I01-03,Iron Oxide,12425,11185,,9200,52
1330,Iron Oxide (S190) Red Bag 25 kg,5I01-04,Iron Oxide,11850,10665,,8750,51
1331,Iron Oxide (Eagle) 130 Holand Red 20 kg,5I02-01,Iron Oxide,18700,16830,,13000,38
1332,Iron Oxide (Eagle) 190 Holand Red 20 kg,5I02-02,Iron Oxide,12500,11250,,8500,33
1333,Iron Oxide (Eagle) Max - Holand Black  20 kg,5I02-03,Iron Oxide,20475,18428,,13000,34
1334,Iron Oxide (Eagle) Holand Black 20 kg,5I02-04,Iron Oxide,14175,12758,,8750,50
1335,Iron Oxide (Eagle) Holand Brown 20 kg,5I02-05,Iron Oxide,27500,24750,,19500,9
1336,Iron Oxide (Eagle) Holand Green 15 kg,5I02-06,Iron Oxide,20550,18495,,13500,7
1337,Iron Oxide (Eagle) Holand Blue 10 kg,5I02-07,Iron Oxide,15500,13950,,10000,9
1338,Iron Oxide (Eagle) Holand Yellow 10 kg,5I02-08,Iron Oxide,14464,14070,,9500,7
1339,Iron Oxide (Eagle) 130 Holand Red 1 kg,5I03-01,Iron Oxide,945,850,,675,441
1340,Iron Oxide (Eagle) 190 Holand Red 1 kg,5I03-02,Iron Oxide,690,625,,490,504
1341,Iron Oxide (Eagle) Max - Holand Black 1 kg,5I03-03,Iron Oxide,980,885,,675,330
1342,Iron Oxide (Eagle) Holand Black 1 kg,5I03-04,Iron Oxide,770,695,,525,522
1343,Iron Oxide (Eagle) Holand Brown 1 kg,5I03-05,Iron Oxide,1390,1255,,990,282
1344,Iron Oxide (Eagle) Holand Green 1 kg,5I03-06,Iron Oxide,1380,1245,,950,239
1345,Iron Oxide (Eagle) Holand Blue 1 kg,5I03-07,Iron Oxide,1525,1375,,1050,211
1346,Iron Oxide (Eagle) Holand Yellow 500 g,5I03-08,Iron Oxide,795,715,,550,139
1347,Appo Lock,6D01-01,Door Lock,790,711,,573.75,6
1348,Appo Lock Card,6D01-02,Door Lock,677,652,,550,0
1349,(505-808) Lock (L),6D02-01,Door Lock,2048,1843,,1020,1
1350,505 Lock (S),6D02-02,Door Lock,2048,1843,,1101.6,1
1351,Drawar Lock 138-26,6D02-03,Door Lock,3885,3885,,3108,100
1352,Union Lock,6D03-01,Door Lock,1601,1576,,1120,0
1353,Mortice Lock China,6D03-02,Door Lock,763,698,,660,0
1354,Mortice Lock (Indian) V3 909,6D03-03,Door Lock,854,769,,650,0
1355,Mortice Lock (Sumo Brand) B698,6D03-04,Door Lock,3134,2820,,2500,0
1356,Mortice Lock (Sumo Brand) S700,6D03-05,Door Lock,2247,2022,,1750,0
1357,Mortice Lock (Safex Brand) Bello 07,6D03-06,Door Lock,2300,2074,,1750,0
1358,Door Lock (Wista) W 20181 - MAE,6D04-01,Door Lock,2460,2209,,1748,0
1359,Door Lock (Wista) W 20261 - SN - NP,6D04-02,Door Lock,4870,4383,,1748,0
1360,Door Lock (Wista) W 20261 - MAE,6D04-03,Door Lock,2460,2209,,1748,0
1361,Door Lock (Wista) W 20603 - MAE,6D04-04,Door Lock,5434,4893,,2700,0
1362,Door Lock (Wista) W 20603 - MAB,6D04-05,Door Lock,6248,5623,,2754,0
1363,Door Lock (Wista) W 20191 - MAE,6D04-06,Door Lock,2460,2209,,1748,0
1364,Door Lock (Wista) W 20172 - MAE,6D04-07,Door Lock,2460,2209,,1748,0
1365,Door Lock (Wista) W 20700 - MAE,6D04-08,Door Lock,5434,4893,,3825,3
1366,Door Lock (Wista) W 20700 - MAB,6D04-09,Door Lock,6248,5623,,2754,0
1367,Door Lock (Wista) W 20604 - MAE,6D04-10,Door Lock,6275,5648,,2754,0
1368,Door Lock (Wista) W 20185 - MAE,6D04-11,Door Lock,6248,5623,,2754,4
1369,Door Lock (Wista) W 20185 - MAB,6D04-12,Door Lock,6248,5623,,2754,0
1370,Door Lock (Wista) W 20606 - MAE,6D04-13,Door Lock,5434,4893,,3825,1
1371,Door Lock (Wista) W 20611 - MAB,6D04-14,Door Lock,6248,5623,,3850,1
1372,Door Lock (Wista) W 20611 - MAE,6D04-15,Door Lock,5434,4893,,3825,0
1373,Door Lock (Wista) W 20606 - MAB,6D04-16,Door Lock,5434,4893,,3825,5
1374,Door Lock (Wista) W 20604 - MAB,6D04-17,Door Lock,6275,5648,,0,0
1375,Door Lock (Wish) GD26 - MAB,6D05-01,Door Lock,3960,3560,,3600,0
1376,Door Lock (Wish) GD27 - MAE,6D05-02,Door Lock,3960,3560,,3600,1
1377,Door Lock (Wish) GD35 - MAE,6D05-03,Door Lock,3960,3560,,3600,2
1378,Door Lock (Wish) GD26 - MAE,6D05-04,Door Lock,3960,3560,,3600,0
1379,Door Lock (Wish) GD88 - MAE,6D05-05,Door Lock,3960,3560,,3600,0
1380,Door Lock (Wish) GD23 - MAE,6D05-06,Door Lock,3960,3560,,3600,0
1381,Door Lock (Booz) B68H68 - MAE,6D06-01,Door Lock,2600,2340,,2362.5,0
1382,Door Lock (Booz) BM12 - MAE,6D06-02,Door Lock,2070,1860,,1875,0
1383,Door Lock (Booz) BM16 - MAB,6D06-03,Door Lock,2070,1860,,1875,0
1384,Door Lock (Booz) BM07 - MAB,6D06-04,Door Lock,2070,1860,,1875,0
1385,Door Lock (Booz) BM11 - MAE,6D06-05,Door Lock,2070,1860,,1875,0
1386,Door Lock (Booz) BM16 - MAE,6D06-06,Door Lock,2070,1860,,1875,0
1387,Door Lock (Booz) BM07 - MAE,6D06-07,Door Lock,2070,1860,,1875,0
1388,Door Lock (Booz) B01 - MAE,6D06-08,Door Lock,2600,2340,,2362.5,0
1389,Door Lock (Booz) B15 - MAE,6D06-09,Door Lock,2600,2340,,2362.5,0
1390,Door Lock (Booz) B03 - MAE,6D06-10,Door Lock,2600,2340,,2362.5,0
1391,Door Lock (Booz) BM13 - MAB,6D06-11,Door Lock,2070,1860,,1875,0
1392,Door Lock (Booz) BM13 - MAE,6D06-12,Door Lock,2070,1860,,1875,1
1393,Door Lock (Booz) BM12 - MAB,6D06-13,Door Lock,2070,1860,,1875,0
1394,Door Lock (Booz) BM18 - MAE,6D06-14,Door Lock,2070,1860,,1875,0
1395,Door Lock (Booz) BM11 - MAB,6D06-15,Door Lock,2070,1860,,1875,1
1396,Wire Brash Plastic Handle Brass,2H48-04,Hand Tools,226,203,,56.7,1
1397,Water Seal (14mm),3G67-06,General Hardware,315,284,,195,64
1398,Tarpaulin Roll 8 Feet (Orange & Blue),3G80-02,General Hardware,22500,20250,,16725,34
1399,HSS Drill Bit (EHPL) 6 mm,1P01-38,Power Tool Accessories,390,351,,187.5,690
1400,Cistern Under Ball Valve ( Push ),4S26-03,Sanitary Wares,300,270,,154,48
1401,Door Lock (EHPL) 8505 MAB/BN,6D08-01,Door Lock,6950,6255,,4927.5,57
1402,Door Lock (EHPL) 8505 MAE/BN,6D08-02,Door Lock,6950,6255,,4927.5,41
1403,Three - Jaw Gear Puller 4 Inch,3G83-01,General Hardware,1150,1035,,634.5,52
1404,Door Lock (EHPL) 8505 MSN/BN,6D08-03,Door Lock,6950,6255,,4927.5,50
1405,Three - Jaw Gear Puller 6 Inch,3G83-02,General Hardware,1650,1485,,931.5,0
1406,Door Lock (EHPL) 85102 MAE,6D08-04,Door Lock,2991,2722,,0,0
1407,Three - Jaw Gear Puller 8 Inch,3G83-03,General Hardware,2300,2070,,1417,0
1408,Door Lock (EHPL) 85102-6 MAE,6D08-05,Door Lock,3303,3103,,2432,0
1409,Three - Jaw Gear Puller 10 Inch,3G83-04,General Hardware,3500,3150,,2092.5,0
1410,Door Lock (EHPL) 85102-9 MAE,6D08-06,Door Lock,3303,3103,,2356,0
1411,Door Lock (EHPL) 85104 MAB,6D08-07,Door Lock,2991,2722,,0,0
1412,Door Lock (EHPL) 85104 MAE,6D08-08,Door Lock,3740,3183,,2660,0
1413,Pantry Hinges ( CTL ),3G84-01,General Hardware,190,171,,157.5,31
1414,Door Lock (EHPL) 85106 BN/MSN,6D08-09,Door Lock,6950,6255,,4927.5,95
1415,Pantry Hinges ( CTL ) Hydraulic,3G84-02,General Hardware,285,285,,285,2
1416,Door Lock (EHPL) 85106 MSN/BN,6D08-10,Door Lock,6950,6255,,4927.5,97
1417,Door Lock (EHPL) 85107 MAB,6D08-11,Door Lock,5875,5290,,3915,51
1418,Insulation Tape ( Electrical ) Black,3G85-01,General Hardware,53,48,,35.78,40
1419,Door Lock (EHPL) 85107 MAE,6D08-12,Door Lock,5875,5290,,3915,0
1420,Insulation Tape ( Electrical ) Green,3G85-02,General Hardware,53,48,,35.78,1200
1421,Door Lock (EHPL) 85109 MAE,6D08-13,Door Lock,3841,3457,,2440,0
1422,Insulation Tape ( Electrical ) Blue,3G85-03,General Hardware,53,48,,35.78,630
1423,Insulation Tape ( Electrical ) Red,3G85-04,General Hardware,53,48,,35.78,690
1424,Door Lock (EHPL) 85114A MAB/BN,6D08-14,Door Lock,6480,5835,,4320,83
1425,Wall Plug ( Nylon ) 6 mm - 100Pcs,3G27-07,General Hardware,120,108,,78,9
1426,Wall Plug ( Nylon ) 7 mm - 100Pcs,3G27-08,General Hardware,185,166,,123.5,0
1427,Door Lock (EHPL) 85114A MAE/BN,6D08-15,Door Lock,6480,5835,,4320,84
1428,Wall Plug ( Nylon ) 8 mm -100Pcs,3G27-09,General Hardware,185,166,,123.5,0
1429,Door Lock (EHPL) 85118 MAE/BN,6D08-16,Door Lock,6480,5835,,4320,41
1430,Door Lock (EHPL) 85118 MAE/BN,6D08-17,Door Lock,6480,5835,,4320,101
1431,Wall Plug ( Nylon ) 10 mm - 50Pcs,3G27-10,General Hardware,180,162,,110.5,17
1432,Wall Plug ( NYLON ) 12 mm - 25Pcs,3G27-11,General Hardware,145,130,,97.5,2
1433,Door Lock (EHPL) 8514 MAE,6D08-18,Door Lock,3565,3032,,2580,0
1434,Glue Gun ( Hot Melt ) Small,3G86-01,General Hardware,485,435,,322,0
1435,Door Lock (EHPL) 85152 MAB,6D08-19,Door Lock,3313,3313,,0,0
1436,Door Lock (EHPL) 85152 MAE,6D08-20,Door Lock,3313,3313,,0,0
1437,Glue Gun ( Hot Melt ) Large,3G86-02,General Hardware,690,625,,499.5,1
1438,Door Lock (EHPL) 85161A MAB/CP,6D08-21,Door Lock,5875,5290,,3915,89
1439,Glue Stick 0.72 x 25 cm,3G87-01,General Hardware,1525,1375,,1015,0
1440,Door Lock (EHPL) 85161A MAE/CP,6D08-22,Door Lock,5875,5290,,3915,63
1441,Door Lock (EHPL) 85191 MBN/CP,6D08-23,Door Lock,6080,5475,,4050,3
1442,Measurering Tape ( Heavy - Fiber ) 10 m,3G18-11,General Hardware,630,568,,420,76
1443,Door Lock (EHPL) 8520 AC,6D08-24,Door Lock,2991,2722,,0,0
1444,Measurering Tape ( Heavy - Fiber ) 15 m,3G18-12,General Hardware,715,645,,476,20
1445,Door Lock (EHPL) 8520 MAE,6D08-25,Door Lock,3841,3457,,2440,0
1446,Door Lock (EHPL) 85220 MAB/WD,6D08-26,Door Lock,6950,6255,,4927.5,85
1447,Measurering Tape ( Heavy - Fiber ) 20 m,3G18-12,General Hardware,820,740,,546,138
1448,Door Lock (EHPL) 85220 MAE/WD,6D08-27,Door Lock,6950,6255,,4927.5,38
1449,Measurering Tape ( Heavy - Fiber ) 30 m,3G18-14,General Hardware,925,835,,616,1
